source_path,source_sha256,file_type,decision,public_path,risk_class,rationale
documentation/U1419_DEPTH_SCALE_SOURCE_CHECK.csv,277f27ef6b855d9d7ff5bffb07bf0aac5343a9ec3f4309d67deb3975c3a0ba00,.csv,EXCLUDE,,restricted_source_transcription_or_provenance,U1419 source/depth transcription excluded.
documentation/U1419_SOURCE_TRANSCRIPTION_IDENTITY.md,4033591b7986e5ff7925b605e49f0b3dde0ff69192d513248491fa4de5dd3825,.md,EXCLUDE,,restricted_source_transcription_or_provenance,U1419 source/depth transcription excluded.
documentation/U1419_TABLE_S1_MATCHED_PROVENANCE_EXCERPT.csv,a78dc908277b493bfe3ff2f6fa89af458401159b6bd855dcbb5f51a4675ada3e,.csv,EXCLUDE,,restricted_source_transcription_or_provenance,U1419 source/depth transcription excluded.
documentation/historical_candidate/CODE_AVAILABILITY_MAP.csv,b3bded6efa0841c50082598c9d291c1a88ccf6ec3dcc856e29ebe44643278c70,.csv,EXCLUDE,,superseded_or_mixed_scope_document,Not needed in minimal public code-only package; replaced by newly scoped documentation.
documentation/historical_candidate/CODE_CANDIDATE_MANIFEST.csv,8edd2bade061d8c5bca3ef3ad6c89889498c035ad226f06154f9f2282d291745,.csv,EXCLUDE,,superseded_or_mixed_scope_document,Not needed in minimal public code-only package; replaced by newly scoped documentation.
documentation/historical_candidate/CODE_DEPENDENCY_CLOSURE.csv,f90de103f9594128b79e2eb751b5efe5bf37c6f2dbf062faefd8d7747ee88f13,.csv,EXCLUDE,,superseded_or_mixed_scope_document,Not needed in minimal public code-only package; replaced by newly scoped documentation.
documentation/historical_candidate/CODE_README.md,6aa7a39d5169d7b0ccbe040967eabdf54b7f3d933a1b7bb523439ebd4518d197,.md,EXCLUDE,,superseded_or_mixed_scope_document,Not needed in minimal public code-only package; replaced by newly scoped documentation.
documentation/historical_candidate/CODE_REUSE_README.md,a16ac8ce643be35bddaa356472cdc059035e2e5c43c483b840d4b66c39077524,.md,EXCLUDE,,superseded_or_mixed_scope_document,Not needed in minimal public code-only package; replaced by newly scoped documentation.
documentation/historical_candidate/ENVIRONMENT_PROVENANCE.md,e6a779d508555975943ad26dd3aac73b90f95c0c17dba2154ca3fe52682f47a0,.md,EXCLUDE,,superseded_or_mixed_scope_document,Not needed in minimal public code-only package; replaced by newly scoped documentation.
documentation/historical_candidate/OPEN_OCEAN_DR_PROVENANCE_NOTE.md,d1bb058728e401bcd2f267cfc65abc408cd9c49b332a88bc0cd350200d8310db,.md,EXCLUDE,,superseded_or_mixed_scope_document,Not needed in minimal public code-only package; replaced by newly scoped documentation.
environment/DESCRIPTION,87af883d4cc8910b40db4e6631a88672de03ee274f2a5d21738c23c347a74db2,no_extension,EXCLUDE,,third_party_metadata,Excluded from final public package; dependency version and licence are documented without redistributing upstream metadata.
formal_inputs/EW0408-85JC__full__input.csv,35d167f7caf1a9636fbb987852c95b7adb8eb80430316fa59131a6904d3bfca0,.csv,EXCLUDE,,restricted_formal_input_data,Formal input table excluded to preserve repository-controlled data access.
formal_inputs/EW0408-87JC__r4_245-540cm__input.csv,19e2b4ecabfc35a060c9520d7f9649574656272b8b465dfd79111c82d5c8e487,.csv,EXCLUDE,,restricted_formal_input_data,Formal input table excluded to preserve repository-controlled data access.
formal_inputs/GGC-15__full__input.csv,7c8152a698b90b11a4ae9a6f1ed79be196c4e9a62712f7acb792def789f5ceb3,.csv,EXCLUDE,,restricted_formal_input_data,Formal input table excluded to preserve repository-controlled data access.
formal_inputs/HLY02-02-17JPC__full__input.csv,7df17320a26e18c9aa378f4c127b9014e7dd89e1b7f0def0ee774dc606ef300d,.csv,EXCLUDE,,restricted_formal_input_data,Formal input table excluded to preserve repository-controlled data access.
formal_inputs/IODP-U1419__seg1__input.csv,5118276b1ddc4a829da1575a24429b4bf558adaae7aa9a534120e67d12ea0562,.csv,EXCLUDE,,restricted_formal_input_data,Formal input table excluded to preserve repository-controlled data access.
formal_inputs/IODP-U1419__seg3__input.csv,157a1650da10bc1c9ffccf82f3345500f1e6b4479158413dac0fe7a1cee51f74,.csv,EXCLUDE,,restricted_formal_input_data,Formal input table excluded to preserve repository-controlled data access.
formal_inputs/LV29-114-3__full__input.csv,1c869406838fd2eddda3291552876a6b8e926bd427959f346f9f02fb220992be,.csv,EXCLUDE,,restricted_formal_input_data,Formal input table excluded to preserve repository-controlled data access.
formal_inputs/MD01-2416__full__input.csv,0aef60b1dd7cdd05d4cd1595380d08a395ec0043a4d58462fa22ec0a17bc8cbe,.csv,EXCLUDE,,restricted_formal_input_data,Formal input table excluded to preserve repository-controlled data access.
formal_inputs/MD02-2489__seg_59-278cm__input.csv,aec4698be041bb7e6bfd43d788933de7c4d0d6100cef4f4596c07cad4673323d,.csv,EXCLUDE,,restricted_formal_input_data,Formal input table excluded to preserve repository-controlled data access.
formal_inputs/ODP-887B__full__input.csv,ebf464068bfd04e347f0239210e090942be88a46438337d5825fae80006dfde3,.csv,EXCLUDE,,restricted_formal_input_data,Formal input table excluded to preserve repository-controlled data access.
formal_inputs/RNDB-PC13__full__input.csv,c55798cb8d1657cde64e6df7be6e0d3e7dc29ff70488bc2480b1f232e32b2580,.csv,EXCLUDE,,restricted_formal_input_data,Formal input table excluded to preserve repository-controlled data access.
formal_inputs/SO201-2-101KL__full__input.csv,a5a60430ba987c2337aeb0cdf52e2a50402f85f67a62471819c4bae46120814e,.csv,EXCLUDE,,restricted_formal_input_data,Formal input table excluded to preserve repository-controlled data access.
formal_inputs/SO201-2-114KL__full__input.csv,beeca2b56032475e62f70094fa8b668c67d6f3ba57ae737d88d1b0c40ae60364,.csv,EXCLUDE,,restricted_formal_input_data,Formal input table excluded to preserve repository-controlled data access.
formal_inputs/SO201-2-12KL__full__input.csv,32aa9cc67047edac1a49fd3da7fe780c76170a1d4897cb919bbbbe8ac1fa88f7,.csv,EXCLUDE,,restricted_formal_input_data,Formal input table excluded to preserve repository-controlled data access.
formal_inputs/SO201-2-77KL__full__input.csv,57c880dd493c61f1ef368a8c9b2f2658cf8c45e3fa25830eef3d96d7c7fd2837,.csv,EXCLUDE,,restricted_formal_input_data,Formal input table excluded to preserve repository-controlled data access.
formal_inputs/SO201-2-85KL__full__input.csv,f3a9c105e394be3f13a5708bf4fa2a07e8e425411ce5c9fa1f9367a26db0f3c3,.csv,EXCLUDE,,restricted_formal_input_data,Formal input table excluded to preserve repository-controlled data access.
formal_inputs/SO202-18-6__full__input.csv,15cda1b66309116e6bc6a4829010256274f5f553bfffab6aaecf3656bc7a0e6f,.csv,EXCLUDE,,restricted_formal_input_data,Formal input table excluded to preserve repository-controlled data access.
formal_inputs/VINO19-GGC37__full__input.csv,0ae7de5d19067093a4992b3a486cd53ddf1c66788c73d18f888f43f0b40363f3,.csv,EXCLUDE,,restricted_formal_input_data,Formal input table excluded to preserve repository-controlled data access.
historical_execution/C1h_calibrated_cluster_medians.csv,ffe12a40a73ab36c4c9b968f3ee7d678a654b6d1e3afaa6d33f3c9d83394c1c6,.csv,EXCLUDE,,restricted_calibrated_values,Calibrated cluster medians excluded.
historical_execution/FORMAL_BASELINE_CONFIGURATION_AND_SEEDS_PREFLIGHT.csv,423efed3a9fabc87e59a24e23be9ffb233ee659fe314dd281138498b4dfd4301,.csv,EXCLUDE,,data_or_execution_result,Non-code execution/configuration/result file excluded.
historical_execution/P1_geometry/P1_K_ENDPOINT_BUDGET.md,b06521dc546e69d2a66f4e1722224898f217b82f371faf755136761599dc2cee,.md,EXCLUDE,,data_or_execution_result,Non-code execution/configuration/result file excluded.
historical_execution/P1_geometry/P1_K_endpoint_design.csv,3476d91af029c97cc15884831bc44f8625c6a7e0718afcbfe518527e758f81e3,.csv,EXCLUDE,,data_or_execution_result,Non-code execution/configuration/result file excluded.
historical_execution/P1_geometry/build_K_endpoint_design.py,c7ce1bd230e568778cb294966816b0546ca0ba635f5d59d3634ea1938854d0f4,.py,INCLUDE,historical_execution/P1_geometry/build_K_endpoint_design.py,code_only,Author-owned historical execution source; no embedded restricted data table. Record-level literals sanitized where explicitly noted.
historical_execution/P1_geometry/standardized_grid_lib.R,9100a162c5a0f79630e46134f5792c29cbe37b330cdcd6ccbf04fbdf8714c9a7,.r,INCLUDE,historical_execution/P1_geometry/standardized_grid_lib.R,code_only,Author-owned historical execution source; no embedded restricted data table. Record-level literals sanitized where explicitly noted.
historical_execution/STAGEB_IMPLEMENTATION_LOCK_2026-08-12.md,f5a7ed9dedc17f17f368b36b9615263ac5499a4fa769252062cb4ed5dda180bc,.md,EXCLUDE,,data_or_execution_result,Non-code execution/configuration/result file excluded.
historical_execution/STAGEB_R_ENVIRONMENT_AFTER_DEPENDENCY_INSTALL_2026-08-12.txt,895b44ef0378f2ebe88db2c029be952e45f9878baa0edf1cc50ecf89d4ddc8ee,.txt,EXCLUDE,,data_or_execution_result,Non-code execution/configuration/result file excluded.
historical_execution/build_final_validation_inventories.py,b28976442908f06165861925c2535502b72c0dafe763bbff75164c15f5b74292,.py,INCLUDE,historical_execution/build_final_validation_inventories.py,code_only,Author-owned historical execution source; no embedded restricted data table. Record-level literals sanitized where explicitly noted.
historical_execution/build_final_validation_stage_gate.py,ba8f9f73ef2f0a64ee992437cc2a01dcf520a1f40261ebb7958b5e88eab0611d,.py,INCLUDE,historical_execution/build_final_validation_stage_gate.py,code_only,Author-owned historical execution source; no embedded restricted data table. Record-level literals sanitized where explicitly noted.
historical_execution/build_final_validation_zero_audits.py,a6a1cb9e191a4f9299f460535c9d6445cc9bc9a3ad6bbb07537c7fd9ecab9bb0,.py,INCLUDE,historical_execution/build_final_validation_zero_audits.py,code_only,Author-owned historical execution source; no embedded restricted data table. Record-level literals sanitized where explicitly noted.
historical_execution/derive_acc_mean.py,aa56711ea5f8540f3ea01478f7897460c0ebaae210dfd310181be4c2042a4943,.py,INCLUDE,historical_execution/derive_acc_mean.py,code_only,Author-owned historical execution source; no embedded restricted data table. Record-level literals sanitized where explicitly noted.
historical_execution/direct_calibration.R,6a66bf3a23b6b6e69989dcc8c2182f7cc78cdbcdf01a7bb36e6487142a967800,.r,INCLUDE,historical_execution/direct_calibration.R,code_only,Author-owned historical execution source; no embedded restricted data table. Record-level literals sanitized where explicitly noted.
historical_execution/lock_stageb_implementation.py,ac13c45c6a965364b655b2240e0d265192fd59daf5070c86c5f9b384fd28dbaf,.py,INCLUDE,historical_execution/lock_stageb_implementation.py,code_only,Author-owned historical execution source; no embedded restricted data table. Record-level literals sanitized where explicitly noted.
historical_execution/output_discovery.py,f0b3f935a45740ea352ee407026dfa6863bf522b7576d6682106c526b2517f56,.py,INCLUDE,historical_execution/output_discovery.py,code_only,Author-owned historical execution source; no embedded restricted data table. Record-level literals sanitized where explicitly noted.
historical_execution/product_and_figures/build_figures_v44b.py,844ee27e434e1bafcd0d3d201a7988b96c82c9fb1eff82e760fb30153988dd77,.py,INCLUDE,historical_execution/product_and_figures/build_figures_v44b.py,code_only,Author-owned historical execution source; no embedded restricted data table. Record-level literals sanitized where explicitly noted.
historical_execution/product_and_figures/build_v1_final_product.py,703f44bc9bff470843e967fb387ee61af59514b81fb6c047842bc570987c98a4,.py,INCLUDE,historical_execution/product_and_figures/build_v1_final_product.py,code_only,Author-owned historical execution source; no embedded restricted data table. Record-level literals sanitized where explicitly noted.
historical_execution/product_and_figures/build_v6_governance_product.py,b90e7cb92da4729ccbfb9b04b38db649291e97c0c4ba2968313b82704410fa0a,.py,INCLUDE,historical_execution/product_and_figures/build_v6_governance_product.py,code_only,Author-owned historical execution source; no embedded restricted data table. Record-level literals sanitized where explicitly noted.
historical_execution/product_and_figures/finalize_v1_product.py,8096d2dabd376a1515845743f8f2581eeb060c3f2d00166487dc4ed5fd7c46df,.py,INCLUDE,historical_execution/product_and_figures/finalize_v1_product.py,code_only,Author-owned historical execution source; no embedded restricted data table. Record-level literals sanitized where explicitly noted.
historical_execution/resume_formal_baseline.py,6990497c1f9819d5f4cca887d73028bfd54db6351d10bae375be925bd6c1cb56,.py,INCLUDE,historical_execution/resume_formal_baseline.py,code_only,Author-owned historical execution source; no embedded restricted data table. Record-level literals sanitized where explicitly noted.
historical_execution/run_formal_baseline.py,14838d855bf61125da636047ef9edb46fd965d101cee8a5b471672428d0e6893,.py,INCLUDE,historical_execution/run_formal_baseline.py,code_only,Author-owned historical execution source; no embedded restricted data table. Record-level literals sanitized where explicitly noted.
historical_execution/stageb_diagnostics.R,1fb7a2e9f42656f22ed98ae3e37cc43ba83be0a011cecc9f64aa31fb3227bb38,.r,INCLUDE,historical_execution/stageb_diagnostics.R,code_only,Author-owned historical execution source; no embedded restricted data table. Record-level literals sanitized where explicitly noted.
historical_execution/stageb_postprocess_model.R,9e16b5e99e69f542b1d877e709a4c035eda0281f971fd61d4b468e0439096841,.r,INCLUDE,historical_execution/stageb_postprocess_model.R,code_only,Author-owned historical execution source; no embedded restricted data table. Record-level literals sanitized where explicitly noted.
historical_execution/test_output_discovery.py,722f2d81acbb05f3f7030549abfbc4fd96622c50b0866d0fdee6120b1b90b038,.py,INCLUDE,historical_execution/test_output_discovery.py,code_only,Author-owned historical execution source; no embedded restricted data table. Record-level literals sanitized where explicitly noted.
provenance/open_ocean_deltaR/M1_DELTA_R_BASIS.md,e3719478d15affc28ce02a759c25716a42f2ec5ac23cb633c95375f0d1632c5e,.md,EXCLUDE,,restricted_station_or_reservoir_evidence,Open-ocean station-basis/provenance data excluded.
provenance/open_ocean_deltaR/M1_station_basis_23.csv,38f2ff7f0d669508812b2a2ff406b6aa79f90e68a1f5401b9670327d0c058692,.csv,EXCLUDE,,restricted_station_or_reservoir_evidence,Open-ocean station-basis/provenance data excluded.
provenance/open_ocean_deltaR/WORKORDER_STAGE_REPORT.md,cf8e6c136e2c3cfe1463250e7278af4b5c33410ad892cf84d579cee78017793e,.md,EXCLUDE,,restricted_station_or_reservoir_evidence,Open-ocean station-basis/provenance data excluded.
